Longitude,Latitude,operator_name,avg_dl_4g_ios,avg_dl_4g_ad,avg_dl_ip12_5g,avg_dl_ad_5g,avg_dl_4g_ios_pred,avg_dl_4g_ad_pred,avg_dl_ip12_5g_pred,avg_dl_ad_5g_pred
24.80473079,60.37075922,Elisa,,5.9,,,39,28,185,173
24.80473079,60.37075922,Telia,,,,,39,33,268,263
24.80473079,60.37297971,DNA,,11.4,,,60,16,296,333
24.80473079,60.37297971,Elisa,,15.05,,,37,23,182,169
24.80473079,60.37297971,Telia,,,,,39,30,268,263
24.80473079,60.37520006,Elisa,,5,,,34,18,179,173
24.80922236,60.16582547,Elisa,64.4,,,,53,54,100,149
24.80922236,60.16582547,Telia,,,159.65,,51,58,225,346
24.80922236,60.16805991,DNA,29.9,,,,66,126,295,371
24.80922236,60.16805991,Elisa,,67.5,,,50,63,99,159
24.80922236,60.1702942,DNA,119.4,201.1,324.3,401.2,78,149,324,408
24.80922236,60.1702942,Elisa,45,53.96,96.6,,49,69,108,180
24.80922236,60.1702942,Telia,81.53333333,109.9,390.1,259.4,71,76,309,261
24.80922236,60.17252835,DNA,28.175,,,460.9333333,58,126,324,449
24.80922236,60.17252835,Elisa,35.25,108.54,86.25,,50,83,128,205
24.80922236,60.17252835,Telia,107.0666667,52.9,,,78,61,256,233
24.80922236,60.17476233,DNA,54.76666667,123.3,106.7,669.1,65,107,260,520
24.80922236,60.17476233,Elisa,100.3,,,607.4,67,76,174,213
24.80922236,60.17476233,Telia,,58.2,21.5,191.5,69,60,188,213
24.80922236,60.17699617,DNA,,309.2,,321.4,75,86,287,460
24.80922236,60.17699617,Elisa,46.6,124.9333333,,547.1,53,81,212,203
24.80922236,60.17699617,Telia,106.3333333,,325.5,687.5,73,59,255,216
24.80922236,60.17922986,DNA,,77.6,,315.5,64,84,261,441
24.80922236,60.17922986,Elisa,42.4,70.8,243.6,,46,62,240,187
24.80922236,60.17922986,Telia,,218.05,,,56,55,248,208
24.80922236,60.18146339,DNA,0.9,,98.3,,46,93,199,469
24.80922236,60.18146339,Telia,35.7,,,,40,50,222,195
24.80922236,60.18369677,DNA,,,,,67,98,207,476
24.80922236,60.18369677,Elisa,52.7,46.78,,,45,49,269,217
24.80922236,60.18369677,Telia,23.7,,,,33,46,205,196
24.80922236,60.18593,DNA,128.8,139.65,209.2333333,527.6,90,96,208,497
24.80922236,60.18593,Elisa,61.5,55,328.1,227.1,46,57,265,222
24.80922236,60.18593,Telia,63.8,24.5,123.8,201.675,42,40,195,218
24.80922236,60.18816308,DNA,,31.4,,431.8,83,64,200,490
24.80922236,60.18816308,Elisa,35,81.9,129.8,90.1,39,70,199,190
24.80922236,60.18816308,Telia,26.1,26.8,279.5,345.1333333,41,43,252,280
24.80922236,60.190396,DNA,,,,611.4,81,59,179,503
24.80922236,60.190396,Elisa,,,,780.9,37,68,192,248
24.80922236,60.1948614,Elisa,19.9,,,,27,48,155,295
24.80922236,60.19709387,DNA,,,150.9,,68,48,184,329
24.80922236,60.19932619,DNA,,,,454.9,62,52,198,345
24.80922236,60.19932619,Elisa,17.6,14,22.9,679.8,30,26,91,231
24.80922236,60.19932619,Telia,,94.6,,,67,73,406,312
24.80922236,60.20155836,DNA,,,12.7,200.1,53,51,184,290
24.80922236,60.20155836,Elisa,61,25.15,94.8,,43,29,101,202
24.80922236,60.20155836,Telia,51,111.1,,175.7,61,70,401,279
24.80922236,60.20379037,DNA,16.7,,,,41,45,267,304
24.80922236,60.20379037,Elisa,29.375,,25.5,82.25,37,35,69,171
24.80922236,60.20379037,Telia,32.35,7,,,54,41,376,329
24.80922236,60.20602223,DNA,,26.1,,,55,41,332,296
24.80922236,60.20602223,Elisa,6.9,16.7,34.4,,29,32,76,224
24.80922236,60.20602223,Telia,44.8,5,,,50,38,346,359
24.80922236,60.20825394,DNA,,66.5,500,,67,49,398,293
24.80922236,60.20825394,Elisa,45.6,,,347.65,43,40,132,265
24.80922236,60.20825394,Telia,,66.7,,,48,57,321,363
24.80922236,60.2104855,DNA,,13.8,424.6,383.9,71,42,390,337
24.80922236,60.2104855,Elisa,,43.05,252.3,94.73333333,56,47,184,199
24.80922236,60.2104855,Telia,48.25,42.2,,,49,52,296,345
24.80922236,60.21271691,DNA,47.95,82.6,,266.95,69,61,360,357
24.80922236,60.21271691,Elisa,71.63333333,44.73333333,85.9,160,59,54,149,186
24.80922236,60.21271691,Telia,47.1,57.13333333,,249.6,53,52,259,305
24.80922236,60.21494817,DNA,82.6,30.7,,362.75,79,52,336,399
24.80922236,60.21494817,Elisa,8.3,90.35,,102.3666667,44,65,169,173
24.80922236,60.21494817,Telia,23.04,14.775,,,48,47,214,288
24.80922236,60.21717927,DNA,49.775,52.84,392.2,460.3333333,74,59,336,390
24.80922236,60.21717927,Elisa,38.12,63.44,73.25,219.68,50,57,172,219
24.80922236,60.21717927,Telia,36.85,43.58,30.1,163.5,50,54,172,237
24.80922236,60.21941022,DNA,99.65,69.13333333,280.1,229.05,87,65,324,319
24.80922236,60.21941022,Elisa,57.82,32.88333333,226.12,336.05,54,48,235,257
24.80922236,60.21941022,Telia,29.3,68.32,312.2,92.35,56,62,276,262
24.80922236,60.22164102,DNA,119.9,31.925,422.9,,91,53,363,323
24.80922236,60.22164102,Elisa,66.3,69.5,323.25,230.5,52,53,267,216
24.80922236,60.22164102,Telia,88.9,80.775,644.3,551.5,73,67,398,430
24.80922236,60.22387167,DNA,,0.5,,,73,46,328,299
24.80922236,60.22387167,Elisa,18.2,34.46666667,,,37,42,233,170
24.80922236,60.22387167,Telia,,,348,385.4,59,61,342,407
24.80922236,60.22610217,DNA,12.1,108.2,,,62,72,303,286
24.80922236,60.22610217,Elisa,62.8,44.2,,92.05,48,48,210,142
24.80922236,60.22610217,Telia,,65.2,,,42,54,300,353
24.80922236,60.22833251,DNA,187,62.9,,245.6,105,72,318,288
24.80922236,60.22833251,Elisa,,76.66,,176.9666667,52,64,203,162
24.80922236,60.22833251,Telia,13.05,43.88,,,25,41,267,299
24.80922236,60.2305627,DNA,,108.8,,,82,86,334,283
24.80922236,60.2305627,Elisa,86.45,99,227.7,51,56,68,215,142
24.80922236,60.2305627,Telia,22.7,27.9,,,22,33,236,264
24.80922236,60.23279275,DNA,,103.525,,,70,79,326,259
24.80922236,60.23279275,Elisa,,53.6,,,39,47,228,175
24.80922236,60.23279275,Telia,20.4,22.7,,,25,31,205,243
24.80922236,60.23502263,DNA,91.4,,,,71,59,302,240
24.80922236,60.23502263,Elisa,25.43333333,8.9,239.2,79.6,30,29,248,160
24.80922236,60.23502263,Telia,,,41.4,,34,34,190,229
24.80922236,60.23725237,DNA,,30,,,63,49,274,242
24.80922236,60.23725237,Elisa,15.6,47.4,615.8,,25,35,262,180
24.80922236,60.23725237,Telia,19.9,31.5,624.2,,39,37,349,248
24.80922236,60.23948196,Elisa,,39.05,629.1,113.65,26,37,230,164
24.80922236,60.23948196,Telia,,44.45,,,48,42,308,265
24.80922236,60.24171139,DNA,,13.7,,,54,42,257,292
24.80922236,60.24171139,Elisa,28.4,,,80.5,28,39,182,157
24.80922236,60.24171139,Telia,32.86666667,22.1,,,43,40,290,261
24.80922236,60.24394068,DNA,,65.8,,,52,60,262,307
24.80922236,60.24394068,Elisa,19.2,,15.8,,27,37,113,178
24.80922236,60.24394068,Telia,,,,227.9,44,41,283,245
24.80922236,60.24616981,DNA,40.6,,,,50,72,270,322
24.80922236,60.24616981,Elisa,25.55,27.8,89.65,67.7,35,34,99,156
24.80922236,60.24616981,Telia,12.06666667,,,290.05,33,35,282,231
24.80922236,60.24839879,Elisa,,25.15,41.6,326.7,52,33,75,203
24.80922236,60.24839879,Telia,,37.4,,8.7,29,31,282,143
24.80922236,60.25062761,Elisa,,20.875,93.8,51.5,58,35,91,151
24.80922236,60.25285629,DNA,,51.95,,,64,60,286,358
24.80922236,60.25285629,Elisa,25.3,41.25,,165.45,49,46,111,169
24.80922236,60.25508481,DNA,98.2,31,,,68,49,289,364
24.80922236,60.25508481,Elisa,37.1,44.26,96.75,110.9666667,56,54,132,150
24.80922236,60.25508481,Telia,11.35,127,,,21,39,278,193
24.80922236,60.25731319,DNA,30.46,43.35,,,52,48,289,356
24.80922236,60.25731319,Elisa,112.9666667,89.46,216.2,160.4166667,82,66,182,151
24.80922236,60.25731319,Telia,14.6,29.5,,,23,36,276,202
24.80922236,60.25954141,DNA,,27.85,,,64,41,287,344
24.80922236,60.25954141,Elisa,67.9,88.5,,,76,65,176,154
24.80922236,60.26176948,DNA,112.6,31.4,,,78,39,283,332
24.80922236,60.26176948,Elisa,92.25,40.975,,,74,52,155,173
24.80922236,60.26176948,Telia,9.1,34.16666667,,,21,40,274,213
24.80922236,60.26399739,DNA,64,65.275,,291.5,60,42,276,320
24.80922236,60.26399739,Elisa,44.275,49.71666667,103,206.7,57,51,125,216
24.80922236,60.26399739,Telia,41.3,72.05,,,32,52,273,218
24.80922236,60.26622516,DNA,23.4,14.33333333,,,44,30,267,328
24.80922236,60.26622516,Elisa,,53.4,,365.4,54,51,117,283
24.80922236,60.26622516,Telia,67.85,72.7,,,38,53,274,223
24.80922236,60.26845277,DNA,48,,,,47,39,258,333
24.80922236,60.26845277,Elisa,,42.1,,,52,47,109,269
24.80922236,60.26845277,Telia,13.55,,,,23,42,274,229
24.80922236,60.27068023,DNA,41.8,38.8,,,48,43,254,332
24.80922236,60.27068023,Elisa,,4.3,,,52,44,102,223
24.80922236,60.27290755,DNA,,19.3,,,55,36,256,327
24.80922236,60.27290755,Elisa,48.15,72.35,112.3,117.8,55,60,105,176
24.80922236,60.27290755,Telia,22.7,56.76666667,,,25,41,275,245
24.80922236,60.27513471,DNA,69.7,1.3,,,61,31,263,319
24.80922236,60.27513471,Elisa,68.4,30.6,,,65,47,102,184
24.80922236,60.27513471,Telia,,19.25,,,28,33,276,253
24.80922236,60.27736171,DNA,,,,,58,43,270,309
24.80922236,60.27736171,Elisa,,35.8,,237.7,69,43,96,190
24.80922236,60.27736171,Telia,25.5,33.6,,,27,35,276,259
24.80922236,60.27958857,DNA,,68.7,,,57,53,276,300
24.80922236,60.27958857,Elisa,77.5,11.675,,,72,38,88,160
24.80922236,60.28849448,DNA,,17.6,,,52,22,287,285
24.80922236,60.32631754,Elisa,29.8,,,,37,60,182,172
24.80922236,60.32631754,Telia,,,,37.8,52,40,269,132
24.80922236,60.3396564,Telia,,30.7,,,40,36,274,235
24.80922236,60.34187901,Elisa,,,188.9,,63,44,209,160
24.80922236,60.34632379,Elisa,5.4,,,,35,45,230,199
24.80922236,60.34854595,Telia,,,,,34,37,271,252
24.80922236,60.35076795,Elisa,,59.1,264.9,,41,46,244,224
24.80922236,60.35298981,DNA,,,,,36,49,295,332
24.80922236,60.35521152,Elisa,,5.7,,,42,23,227,215
24.80922236,60.35743307,Elisa,,13.4,,,42,25,223,197
24.80922236,60.35965447,Elisa,,,232.5,,41,34,221,170
24.80922236,60.36187573,Elisa,32.9,,,64.2,39,41,210,137
24.80922236,60.36409683,Elisa,,55.16666667,,,41,47,202,162
24.80922236,60.36853857,DNA,,8.9,,,58,17,296,333
24.80922236,60.36853857,Elisa,,,,284.8,42,48,190,203
24.80922236,60.37075922,Elisa,,97.35,,75.5,40,56,185,150
24.80922236,60.37075922,Telia,,25.65,,,39,33,268,263
24.80922236,60.37297971,Telia,,45.1,,,39,35,268,263
24.81371394,60.13005368,DNA,18.6,,,,34,62,290,332
24.81371394,60.1702942,Elisa,,70.5,,161.6,55,69,111,166
24.81371394,60.1702942,Telia,42.6,,,,53,60,316,301
24.81371394,60.17252835,DNA,50.05,123.75,575.7,363.5,54,114,357,461
24.81371394,60.17252835,Elisa,217,74.6,,159.75,54,73,128,174
24.81371394,60.17252835,Telia,35.95,20,,,50,46,261,273
24.81371394,60.17476233,DNA,9.8,,,,43,86,275,491
24.81371394,60.17476233,Elisa,65.9,,142.2,,54,70,156,181
24.81371394,60.17476233,Telia,19.6,50.7,,,44,49,183,246
24.81371394,60.17699617,DNA,,22.5,,,61,61,258,486
24.81371394,60.17699617,Elisa,1,45.96666667,,,38,59,201,180
24.81371394,60.17699617,Telia,29.1,27.8,16.9,253.6,45,44,124,226
24.81371394,60.17922986,DNA,107.05,101.44,523.2,540.85,76,85,301,494
24.81371394,60.17922986,Elisa,19.8,21.9,,,43,48,239,185
24.81371394,60.17922986,Telia,,60.2,,147.2,45,50,145,178
24.81371394,60.18146339,DNA,,,,571.6,67,101,223,498
24.81371394,60.18146339,Elisa,15.5,51.7,279,125.25,47,55,269,201
24.81371394,60.18146339,Telia,22.35,,72.3,,35,50,139,161
24.81371394,60.18369677,DNA,68.05,179.15,,334,72,122,192,455
24.81371394,60.18369677,Elisa,42.05,66.3,400.8,386.025,51,63,295,291
24.81371394,60.18369677,Telia,35.1,53.53333333,,,36,53,171,159
24.81371394,60.18593,DNA,,59.1,158.8,486.35,81,90,184,497
24.81371394,60.18593,Elisa,36.2,58.13333333,575.4,384.925,44,65,237,279
24.81371394,60.18593,Telia,24.3,59.15,,84,39,53,200,156
24.81371394,60.18816308,DNA,,49.76666667,,,81,74,189,515
24.81371394,60.18816308,Elisa,,,247.2,,38,71,213,212
24.81371394,60.18816308,Telia,138.75,,,153.1,49,51,241,192
24.81371394,60.190396,Elisa,,76.1,,,36,71,186,220
24.81371394,60.20155836,Telia,,13.6,,,69,42,372,290
24.81371394,60.20379037,DNA,,10.7,,257.1,54,38,244,270
24.81371394,60.20379037,Elisa,18.625,,16.1,,29,40,56,207
24.81371394,60.20379037,Telia,,15.05,,,68,34,359,314
24.81371394,60.20602223,DNA,,88.2,,,62,56,294,239
24.81371394,60.20602223,Elisa,0.7,,83.2,146.6,27,40,86,235
24.81371394,60.20825394,DNA,,41.1,,13.2,74,47,332,207
24.81371394,60.20825394,Elisa,39.95,36.5,,475.9,46,42,136,337
24.81371394,60.20825394,Telia,160.1,144.15,318.8,,57,56,327,359
24.81371394,60.2104855,DNA,105.5,30.4,,,86,45,344,337
24.81371394,60.2104855,Elisa,89.8,68.2,220,374,63,55,185,300
24.81371394,60.2104855,Telia,55.75,92.2,375.25,,55,65,325,353
24.81371394,60.21271691,DNA,,62.86666667,425.7,,84,55,351,407
24.81371394,60.21271691,Elisa,64.1,55.4,,303.5,60,59,179,257
24.81371394,60.21271691,Telia,,32.9,,,54,52,287,332
24.81371394,60.21494817,DNA,152.1,38.75,,415.8,97,50,308,417
24.81371394,60.21494817,Elisa,84.2,60.66666667,150.8,165.6,63,63,171,212
24.81371394,60.21494817,Telia,88.3,92.42,,,61,62,257,312
24.81371394,60.21717927,DNA,48.4,56.71666667,193.875,282.65,75,59,270,377
24.81371394,60.21717927,Elisa,54.75,42.56666667,85.375,120.2,57,55,165,222
24.81371394,60.21717927,Telia,56.18333333,52.72,314.7,254.3,59,56,265,291
24.81371394,60.21941022,DNA,73.7,63.16666667,162.22,260.16,78,72,276,347
24.81371394,60.21941022,Elisa,58.58333333,51.98333333,207.5,379.1333333,53,53,211,284
24.81371394,60.21941022,Telia,91.4,77.38333333,353.3333333,241.06,74,63,301,299
24.81371394,60.22164102,DNA,280.1666667,84.76,542.3666667,493.25,77,74,361,376
24.81371394,60.22164102,Elisa,37.76666667,79.65,209.925,149.72,44,56,222,206
24.81371394,60.22164102,Telia,96.3,75.86666667,318.6,422.94,78,65,323,376
24.81371394,60.22387167,DNA,57.175,103.22,,856.5,62,72,295,298
24.81371394,60.22387167,Elisa,30.2,28.03333333,,234.45,38,44,209,189
24.81371394,60.22387167,Telia,74.125,70.86,311.7,476.85,65,61,308,389
24.81371394,60.22610217,DNA,49.26666667,14.025,112.2,106.2,59,56,254,220
24.81371394,60.22610217,Elisa,33.525,65,,174.3,44,55,190,171
24.81371394,60.22610217,Telia,67,57.075,,848.8,49,48,280,320
24.81371394,60.22833251,DNA,62.46,74.43333333,,,74,77,330,231
24.81371394,60.22833251,Elisa,78.775,78.45,,261.85,59,65,184,189
24.81371394,60.22833251,Telia,23.4,12.56666667,,,30,29,257,270
24.81371394,60.2305627,DNA,71.1,85.575,,,76,91,373,237
24.81371394,60.2305627,Elisa,38.45,72.8,,143.9,48,61,203,169
24.81371394,60.2305627,Telia,21.2,14.56666667,,214,26,25,233,240
24.81371394,60.23279275,DNA,109.25,99.125,,,79,94,364,237
24.81371394,60.23279275,Elisa,32.2,27.5,,232.45,38,42,236,202
24.81371394,60.23279275,Telia,30.3,44.66666667,,327.2666667,32,35,202,249
24.81371394,60.23502263,DNA,52,8.7,,,62,63,332,233
24.81371394,60.23502263,Elisa,46.85,47.3,519,173.3,37,39,285,211
24.81371394,60.23502263,Telia,,34.63333333,26,45.8,45,37,168,193
24.81371394,60.23725237,DNA,34.1,,270.9,251.5,56,69,297,244
24.81371394,60.23725237,Elisa,57.63333333,17.76666667,507,276.8,38,32,357,243
24.81371394,60.23725237,Telia,95.8,55.7,,,66,46,263,274
24.81371394,60.23948196,Elisa,,21.35,267.7,182.95,32,35,292,232
24.81371394,60.23948196,Telia,102.7,35.1,,,72,51,296,315
24.81371394,60.24171139,Elisa,,82.23333333,,669.6,34,51,264,240
24.81371394,60.24171139,Telia,57.3,92.8,,,62,68,295,292
24.81371394,60.24394068,Elisa,,,366.2,356.6,34,41,253,257
24.81371394,60.24394068,Telia,95.68,65.9,,316.6,67,60,289,284
24.81371394,60.24616981,Elisa,9.1,,,,35,39,170,218
24.81371394,60.24616981,Telia,82.9,,,282.45,59,47,294,257
24.81371394,60.24839879,DNA,95.2,145.4,,,77,101,289,334
24.81371394,60.24839879,Elisa,85.35,49.425,643.5,231.7,62,43,128,213
24.81371394,60.24839879,Telia,36.475,16.96666667,,,40,33,297,206
24.81371394,60.25062761,Telia,,34.1,,,32,33,296,190
24.81371394,60.25285629,Elisa,31.73333333,9,,,59,39,143,185
24.81371394,60.25285629,Telia,6,26.1,,,24,32,292,191
24.81371394,60.25508481,DNA,27.25,37.7,,,54,52,297,349
24.81371394,60.25508481,Elisa,88.76666667,44.45,281.5,84.25,72,48,196,148
24.81371394,60.25508481,Telia,40.6,40.35,,,28,37,289,195
24.81371394,60.25731319,DNA,50.8,,,,56,47,297,344
24.81371394,60.25731319,Elisa,50.8,40.975,253.7,,68,52,195,155
24.81371394,60.25731319,Telia,39.93333333,35.575,,,27,36,287,198
24.81371394,60.25954141,DNA,,51.16666667,,,64,47,295,338
24.81371394,60.25954141,Elisa,92.1,54.35,131.05,,70,55,148,153
24.81371394,60.25954141,Telia,16.43333333,,,,20,35,285,202
24.81371394,60.26176948,Elisa,,66.5,,92,58,56,129,151
24.81371394,60.26176948,Telia,,51.96666667,,,20,41,284,205
24.81371394,60.26399739,DNA,45.1,24.4,,,64,38,280,332
24.81371394,60.26399739,Elisa,,58.15,,,52,49,114,204
24.81371394,60.26399739,Telia,35.5,45.7,,,26,45,284,208
24.81371394,60.26622516,DNA,113.8,,,,77,43,268,336
24.81371394,60.26622516,Elisa,,17.9,,,54,38,109,263
24.81371394,60.26622516,Telia,21.2,56.06666667,,,25,48,284,212
24.81371394,60.26845277,Elisa,47.7,139.525,,476.32,58,47,108,319
24.81371394,60.26845277,Telia,16.7,,,,22,42,284,220
24.81371394,60.27068023,DNA,,90,,,67,68,243,341
24.81371394,60.27068023,Elisa,72.45,100.85,,,67,64,109,254
24.81371394,60.27068023,Telia,,23.5,,,23,37,285,230
24.81371394,60.27290755,DNA,,88.8,,,65,66,249,331
24.81371394,60.27290755,Elisa,,113.0666667,,,69,70,112,214
24.81371394,60.27290755,Telia,,42.8,,,24,41,285,242
24.81371394,60.27513471,DNA,,,,,62,54,261,318
24.81371394,60.27513471,Elisa,,28.6,,,72,49,112,202
24.81371394,60.27513471,Telia,,0.1,,,24,38,285,253
24.81371394,60.27736171,DNA,47.5,48.1,,,54,53,271,304
24.81371394,60.27736171,Elisa,71.66666667,,,,74,53,107,190
24.81371394,60.27736171,Telia,22.33333333,52.4,,,24,40,284,262
24.81371394,60.27958857,DNA,,59.15,,,51,56,278,291
24.81371394,60.27958857,Elisa,83.15,92.1,,82.9,77,60,96,147
24.81371394,60.28181527,DNA,64.3,62.6,,,51,52,283,279
24.81371394,60.28181527,Elisa,,31.2,47.4,,73,48,78,147
24.81371394,60.28181527,Telia,,,,,31,37,282,270
24.81371394,60.28404183,Elisa,,73,,,69,59,90,151
24.81371394,60.28626823,Elisa,,84.9,,,65,65,100,157
24.81371394,60.28626823,Telia,,,,,37,39,279,271
24.81371394,60.29294652,Elisa,,36.6,,,57,41,128,175
24.81371394,60.30184879,Elisa,,,,,49,30,162,188
24.81371394,60.30407398,Telia,24.5,,,,28,48,267,277
24.81371394,60.33743363,DNA,,84.3,,,51,69,288,326
24.81371394,60.33743363,Elisa,,30,,,62,45,205,129
24.81371394,60.33743363,Telia,,,,,41,28,276,230
24.81371394,60.3396564,Elisa,,49.7,,,70,43,225,125
24.81371394,60.3396564,Telia,,,,,39,30,275,236
24.81371394,60.34187901,Elisa,105.2666667,,,,80,42,235,142
24.81371394,60.34187901,Telia,,,,,37,33,274,241
24.81371394,60.34410148,DNA,,53.1,,,41,51,292,330
24.81371394,60.34632379,Telia,33.2,,,,34,36,272,249
24.81371394,60.36409683,DNA,,6.1,,,54,26,296,333
24.81371394,60.36631777,DNA,,9.6,,,56,19,296,333
24.81371394,60.37520006,DNA,,21.8,,,61,26,296,334
24.81371394,60.37742025,DNA,,33.4,,,62,32,296,334
24.81371394,60.37964029,Elisa,,,169.6,,38,34,172,178
24.81371394,60.37964029,Telia,,6.6,,,36,21,268,264
24.81371394,60.38407992,Elisa,,31.4,,,40,33,173,185
24.81371394,60.3862995,Telia,14.3,,,,26,36,268,264
24.81820552,60.14794444,DNA,6.3,,,,31,69,260,335
24.81820552,60.1702942,DNA,,,,745.7,73,115,239,566
24.81820552,60.1702942,Elisa,,53.9,,,62,64,114,158
24.81820552,60.1702942,Telia,,,452.9,,49,55,367,349
24.81820552,60.17476233,DNA,,,,,49,73,231,497
24.81820552,60.17476233,Elisa,23.2,,,,48,62,151,166
24.81820552,60.17699617,DNA,,18.8,61.65,,58,53,195,493
24.81820552,60.17699617,Elisa,41.9,60,,91.7,55,56,190,159
24.81820552,60.17699617,Telia,,,15.9,,42,46,103,229
24.81820552,60.17922986,DNA,72.5,72.25,96.9,537.4,73,76,211,500
24.81820552,60.17922986,Elisa,114.6,36.525,,173.3,77,50,233,192
24.81820552,60.17922986,Telia,,24.45,,,45,41,106,177
24.81820552,60.18146339,Elisa,127.8,,,167.8,88,64,236,225
24.81820552,60.18146339,Telia,,26.8,,69.3,45,44,129,128
24.81820552,60.18369677,DNA,74.25,83.3,65.3,,78,104,190,498
24.81820552,60.18369677,Elisa,96.7,90.74,561.1,512.6,78,76,211,312
24.81820552,60.18369677,Telia,26.25,105.7,,133.2,44,66,165,141
24.81820552,60.18593,DNA,74.75,,,,81,105,215,537
24.81820552,60.18593,Elisa,52.85,,77.3,211,57,75,162,230
24.81820552,60.18593,Telia,,132,215.7,217.3,56,61,205,172
24.81820552,60.18816308,DNA,,151.1,163.5,,78,110,204,548
24.81820552,60.18816308,Elisa,2.4,,,91.1,37,74,180,169
24.81820552,60.18816308,Telia,,124.9,,121.75,59,57,237,161
24.81820552,60.20379037,Elisa,,53.6,,,39,48,81,230
24.81820552,60.20379037,Telia,117.9,,,,85,45,341,313
24.81820552,60.20602223,Elisa,,69.8,98.8,,44,50,101,271
24.81820552,60.20825394,DNA,,34.3,,31.7,77,51,268,216
24.81820552,60.20825394,Elisa,93.3,17.7,,494.1,60,39,140,341
24.81820552,60.2104855,DNA,93.9,,,605.95,85,60,271,403
24.81820552,60.2104855,Elisa,33.1,55.05,,160.1,49,50,179,265
24.81820552,60.2104855,Telia,51.3,63.16666667,315.8,,58,64,316,383
24.81820552,60.21271691,DNA,88.4,67.6,312.8,632.8,81,62,276,473
24.81820552,60.21271691,Elisa,36.05,83.6,,359.64,49,63,205,287
24.81820552,60.21271691,Telia,,36.2,327.2,,53,54,303,361
24.81820552,60.21494817,DNA,31.75,51.73333333,,,69,54,269,447
24.81820552,60.21494817,Elisa,51.7,82.675,,216.925,58,68,228,267
24.81820552,60.21494817,Telia,146.1,68.3,,,49,57,276,350
24.81820552,60.21717927,DNA,133.7,31.46666667,,640.1,90,60,272,457
24.81820552,60.21717927,Elisa,94.825,58.4,285.2,316.24,69,61,252,304
24.81820552,60.21717927,Telia,37.075,56.15,315.1,556.7,52,52,270,396
24.81820552,60.21941022,DNA,40.15,180.3,,390.3,73,104,288,385
24.81820552,60.21941022,Elisa,21.85,59.5,,422.88,48,54,233,310
24.81820552,60.21941022,Telia,116.05,35.625,169.6,,78,47,246,351
24.81820552,60.22164102,DNA,95.325,66.02,,528.65,81,78,298,377
24.81820552,60.22164102,Elisa,,24.88,,97.05,45,42,210,189
24.81820552,60.22164102,Telia,54,26.68,289.4,273.5,65,47,271,328
24.81820552,60.22387167,DNA,15.5,86.03333333,109.4,,55,73,249,286
24.81820552,60.22387167,Elisa,35.83333333,44.3,173.6,565.4,41,43,185,163
24.81820552,60.22387167,Telia,64.75,70.05,207.8,256.72,57,52,250,302
24.81820552,60.22610217,DNA,28,49.51666667,,,55,67,295,223
24.81820552,60.22610217,Elisa,45.375,205.8333333,,,48,50,171,164
24.81820552,60.22610217,Telia,8.15,15.45,,,34,35,253,261
24.81820552,60.22833251,DNA,91.125,121.7333333,,,75,93,374,198
24.81820552,60.22833251,Elisa,61.1,40.76,71.3,,56,52,148,176
24.81820552,60.22833251,Telia,39.5,26,,,34,30,249,227
24.81820552,60.2305627,DNA,43.93333333,71.8,581.4,,66,97,446,204
24.81820552,60.2305627,Elisa,,43,,147.1,48,47,186,179
24.81820552,60.2305627,Telia,,2.8,,218.8,34,26,241,220
24.81820552,60.23279275,DNA,56.8,199.5,,260.9,65,126,402,222
24.81820552,60.23279275,Elisa,,20.8,,,39,37,222,222
24.81820552,60.23279275,Telia,,53.4,297.05,,39,40,238,227
24.81820552,60.23502263,DNA,36.1,,,,58,98,363,214
24.81820552,60.23502263,Elisa,5.1,61,,397.475,32,45,268,283
24.81820552,60.23502263,Telia,,24.2,166.6,215.9666667,49,38,207,243
24.81820552,60.23725237,DNA,74.86666667,117.7,,,68,97,332,233
24.81820552,60.23725237,Elisa,30.03333333,31.38,590.3,,37,39,312,283
24.81820552,60.23725237,Telia,58.3,41.2,,342.1,60,47,249,329
24.81820552,60.23948196,DNA,,104.6,,,77,88,314,262
24.81820552,60.23948196,Elisa,5.4,,,511.5,33,41,323,333
24.81820552,60.23948196,Telia,,,,647.6,65,65,289,425
24.81820552,60.24171139,Elisa,65.1,44.2,,356.6,46,42,316,291
24.81820552,60.24171139,Telia,63.7,113,,85.1,64,83,309,292
24.81820552,60.24394068,Elisa,,28.66666667,,,44,36,270,252
24.81820552,60.24394068,Telia,128.6,,169.7,,63,72,294,305
24.81820552,60.25062761,Elisa,,82.6,,202.7,76,61,132,212
24.81820552,60.25285629,DNA,,92.2,,,76,78,307,341
24.81820552,60.25285629,Elisa,120.7666667,72,,345.8,90,60,135,235
24.81820552,60.25285629,Telia,58.35,23.5,,,38,35,304,204
24.81820552,60.25508481,DNA,,90.5,,,68,70,308,337
24.81820552,60.25508481,Elisa,,,,176.85,82,54,150,186
24.81820552,60.25508481,Telia,9.8,,,,25,36,300,199
24.81820552,60.25731319,DNA,,24.6,,,63,52,308,332
24.81820552,60.25731319,Elisa,142.85,57.55,,198.4,70,50,148,175
24.81820552,60.25731319,Telia,,46.9,,,22,35,297,196
24.81820552,60.25954141,DNA,,40.2,,,65,57,305,330
24.81820552,60.25954141,Elisa,18.55,21.95,45.4,,47,45,108,161
24.81820552,60.25954141,Telia,,20.82,,,17,28,295,196
